ThetaIncident,SineRatio,Power1,Power2,sum(log(1 + 10^8 SSNR))
9.0,0.8,0.5,2.0,52162
9.0,0.8,1.0,0.5,54048
9.0,0.8,1.0,1.0,55462
9.0,0.8,1.0,2.0,53577
9.0,0.8,2.0,0.5,52941
9.0,0.8,2.0,1.0,54048
9.0,0.8,2.0,2.0,55462
9.0,0.9,0.5,0.5,52848
9.0,0.9,0.5,1.0,51719
9.0,0.9,0.5,2.0,51553
9.0,0.9,1.0,0.5,51935
9.0,0.9,1.0,1.0,52848
9.0,0.9,1.0,2.0,51719
9.0,0.9,2.0,0.5,51920
9.0,0.9,2.0,1.0,51935
9.0,0.9,2.0,2.0,52848
9.0,1.0,0.5,0.5,52991
9.0,1.0,0.5,1.0,52991
9.0,1.0,0.5,2.0,52991
9.0,1.0,1.0,0.5,52991
9.0,1.0,1.0,1.0,52991
9.0,1.0,1.0,2.0,52991
9.0,1.0,2.0,0.5,52991
9.0,1.0,2.0,1.0,52991
9.0,1.0,2.0,2.0,52991
18.0,0.1,0.5,0.5,64971
18.0,0.1,0.5,1.0,57352
18.0,0.1,0.5,2.0,50296
18.0,0.1,1.0,0.5,64066
18.0,0.1,1.0,1.0,64971
18.0,0.1,1.0,2.0,57352
18.0,0.1,2.0,0.5,60175
18.0,0.1,2.0,1.0,64066
18.0,0.1,2.0,2.0,64971
18.0,0.2,0.5,0.5,65920
18.0,0.2,0.5,1.0,59044
18.0,0.2,0.5,2.0,52582
18.0,0.2,1.0,0.5,64309
18.0,0.2,1.0,1.0,65920
18.0,0.2,1.0,2.0,59044
18.0,0.2,2.0,0.5,60196
18.0,0.2,2.0,1.0,64309
18.0,0.2,2.0,2.0,65920
18.0,0.30000000000000004,0.5,0.5,66641
18.0,0.30000000000000004,0.5,1.0,60600
18.0,0.30000000000000004,0.5,2.0,54394
18.0,0.30000000000000004,1.0,0.5,64423
18.0,0.30000000000000004,1.0,1.0,66641
18.0,0.30000000000000004,1.0,2.0,60600
18.0,0.30000000000000004,2.0,0.5,60192
18.0,0.30000000000000004,2.0,1.0,64423
18.0,0.30000000000000004,2.0,2.0,66641
18.0,0.4,0.5,0.5,66840
18.0,0.4,0.5,1.0,61179
18.0,0.4,0.5,2.0,55253
18.0,0.4,1.0,0.5,64399
18.0,0.4,1.0,1.0,66840
18.0,0.4,1.0,2.0,61179
18.0,0.4,2.0,0.5,60155
18.0,0.4,2.0,1.0,64399
18.0,0.4,2.0,2.0,66840
18.0,0.5,0.5,0.5,67497
18.0,0.5,0.5,1.0,62291
18.0,0.5,0.5,2.0,56327
18.0,0.5,1.0,0.5,64479
18.0,0.5,1.0,1.0,67497
18.0,0.5,1.0,2.0,62291
18.0,0.5,2.0,0.5,60117
18.0,0.5,2.0,1.0,64479
18.0,0.5,2.0,2.0,67497
18.0,0.6,0.5,0.5,66804
18.0,0.6,0.5,1.0,61938
18.0,0.6,0.5,2.0,56680
18.0,0.6,1.0,0.5,64074
18.0,0.6,1.0,1.0,66804
18.0,0.6,1.0,2.0,61938
18.0,0.6,2.0,0.5,59972
18.0,0.6,2.0,1.0,64074
18.0,0.6,2.0,2.0,66804
18.0,0.7000000000000001,0.5,0.5,66210
18.0,0.7000000000000001,0.5,1.0,61895
18.0,0.7000000000000001,0.5,2.0,57216
18.0,0.7000000000000001,1.0,0.5,63494
18.0,0.7000000000000001,1.0,1.0,66210
18.0,0.7000000000000001,1.0,2.0,61895
18.0,0.7000000000000001,2.0,0.5,59705
18.0,0.7000000000000001,2.0,1.0,63494
18.0,0.7000000000000001,2.0,2.0,66210
18.0,0.8,0.5,0.5,64718
18.0,0.8,0.5,1.0,61204
18.0,0.8,0.5,2.0,57503
18.0,0.8,1.0,0.5,62244
18.0,0.8,1.0,1.0,64718
18.0,0.8,1.0,2.0,61204
18.0,0.8,2.0,0.5,59150
18.0,0.8,2.0,1.0,62244
18.0,0.8,2.0,2.0,64718
18.0,0.9,0.5,0.5,61355
18.0,0.9,0.5,1.0,59056
18.0,0.9,0.5,2.0,57105
18.0,0.9,1.0,0.5,59566
18.0,0.9,1.0,1.0,61355
18.0,0.9,1.0,2.0,59056
18.0,0.9,2.0,0.5,57937
18.0,0.9,2.0,1.0,59566
18.0,0.9,2.0,2.0,61355
18.0,1.0,0.5,0.5,57640
18.0,1.0,0.5,1.0,57640
18.0,1.0,0.5,2.0,57640
18.0,1.0,1.0,0.5,57640
18.0,1.0,1.0,1.0,57640
18.0,1.0,1.0,2.0,57640
18.0,1.0,2.0,0.5,57640
18.0,1.0,2.0,1.0,57640
18.0,1.0,2.0,2.0,57640
27.0,0.1,0.5,0.5,69849
27.0,0.1,0.5,1.0,60860
27.0,0.1,0.5,2.0,52731
27.0,0.1,1.0,0.5,69411
27.0,0.1,1.0,1.0,69849
27.0,0.1,1.0,2.0,60860
27.0,0.1,2.0,0.5,65338
27.0,0.1,2.0,1.0,69411
27.0,0.1,2.0,2.0,69849
27.0,0.2,0.5,0.5,70677
27.0,0.2,0.5,1.0,62323
27.0,0.2,0.5,2.0,54679
27.0,0.2,1.0,0.5,69635
27.0,0.2,1.0,1.0,70677
27.0,0.2,1.0,2.0,62323
27.0,0.2,2.0,0.5,65365
27.0,0.2,2.0,1.0,69635
27.0,0.2,2.0,2.0,70677
27.0,0.30000000000000004,0.5,0.5,71490
27.0,0.30000000000000004,0.5,1.0,63860
27.0,0.30000000000000004,0.5,2.0,56449
27.0,0.30000000000000004,1.0,0.5,69850
27.0,0.30000000000000004,1.0,1.0,71490
27.0,0.30000000000000004,1.0,2.0,63860
27.0,0.30000000000000004,2.0,0.5,65403
27.0,0.30000000000000004,2.0,1.0,69850
27.0,0.30000000000000004,2.0,2.0,71490
27.0,0.4,0.5,0.5,71975
27.0,0.4,0.5,1.0,64776
27.0,0.4,0.5,2.0,57635
27.0,0.4,1.0,0.5,69981
27.0,0.4,1.0,1.0,71975
27.0,0.4,1.0,2.0,64776
27.0,0.4,2.0,0.5,65419
27.0,0.4,2.0,1.0,69981
27.0,0.4,2.0,2.0,71975
27.0,0.5,0.5,0.5,72854
27.0,0.5,0.5,1.0,66156
27.0,0.5,0.5,2.0,59055
27.0,0.5,1.0,0.5,70214
27.0,0.5,1.0,1.0,72854
27.0,0.5,1.0,2.0,66156
27.0,0.5,2.0,0.5,65443
27.0,0.5,2.0,1.0,70214
27.0,0.5,2.0,2.0,72854
27.0,0.6,0.5,0.5,72869
27.0,0.6,0.5,1.0,66611
27.0,0.6,0.5,2.0,60065
27.0,0.6,1.0,0.5,70153
27.0,0.6,1.0,1.0,72869
27.0,0.6,1.0,2.0,66611
27.0,0.6,2.0,0.5,65408
27.0,0.6,2.0,1.0,70153
27.0,0.6,2.0,2.0,72869
27.0,0.7000000000000001,0.5,0.5,72977
27.0,0.7000000000000001,0.5,1.0,67332
27.0,0.7000000000000001,0.5,2.0,61267
27.0,0.7000000000000001,1.0,0.5,69978
27.0,0.7000000000000001,1.0,1.0,72977
27.0,0.7000000000000001,1.0,2.0,67332
27.0,0.7000000000000001,2.0,0.5,65291
27.0,0.7000000000000001,2.0,1.0,69978
27.0,0.7000000000000001,2.0,2.0,72977
27.0,0.8,0.5,0.5,72414
27.0,0.8,0.5,1.0,67556
27.0,0.8,0.5,2.0,62260
27.0,0.8,1.0,0.5,69316
27.0,0.8,1.0,1.0,72414
27.0,0.8,1.0,2.0,67556
27.0,0.8,2.0,0.5,64972
27.0,0.8,2.0,1.0,69316
27.0,0.8,2.0,2.0,72414
27.0,0.9,0.5,0.5,69919
27.0,0.9,0.5,1.0,66374
27.0,0.9,0.5,2.0,62695
27.0,0.9,1.0,0.5,67214
27.0,0.9,1.0,1.0,69919
27.0,0.9,1.0,2.0,66374
27.0,0.9,2.0,0.5,64027
27.0,0.9,2.0,1.0,67214
27.0,0.9,2.0,2.0,69919
27.0,1.0,0.5,0.5,62568
27.0,1.0,0.5,1.0,62568
27.0,1.0,0.5,2.0,62568
27.0,1.0,1.0,0.5,62568
27.0,1.0,1.0,1.0,62568
27.0,1.0,1.0,2.0,62568
27.0,1.0,2.0,0.5,62568
27.0,1.0,2.0,1.0,62568
27.0,1.0,2.0,2.0,62568
36.0,0.1,0.5,0.5,73961
36.0,0.1,0.5,1.0,63442
36.0,0.1,0.5,2.0,54336
36.0,0.1,1.0,0.5,74169
36.0,0.1,1.0,1.0,73961
36.0,0.1,1.0,2.0,63442
36.0,0.1,2.0,0.5,69953
36.0,0.1,2.0,1.0,74169
36.0,0.1,2.0,2.0,73961
36.0,0.2,0.5,0.5,74831
36.0,0.2,0.5,1.0,64893
36.0,0.2,0.5,2.0,56192
36.0,0.2,1.0,0.5,74447
36.0,0.2,1.0,1.0,74831
36.0,0.2,1.0,2.0,64893
36.0,0.2,2.0,0.5,70006
36.0,0.2,2.0,1.0,74447
36.0,0.2,2.0,2.0,74831
36.0,0.30000000000000004,0.5,0.5,75737
36.0,0.30000000000000004,0.5,1.0,66563
36.0,0.30000000000000004,0.5,2.0,58136
36.0,0.30000000000000004,1.0,0.5,74707
36.0,0.30000000000000004,1.0,1.0,75737
36.0,0.30000000000000004,1.0,2.0,66563
36.0,0.30000000000000004,2.0,0.5,70060
36.0,0.30000000000000004,2.0,1.0,74707
36.0,0.30000000000000004,2.0,2.0,75737
36.0,0.4,0.5,0.5,76440
36.0,0.4,0.5,1.0,67818
36.0,0.4,0.5,2.0,59709
36.0,0.4,1.0,0.5,74926
36.0,0.4,1.0,1.0,76440
36.0,0.4,1.0,2.0,67818
36.0,0.4,2.0,0.5,70104
36.0,0.4,2.0,1.0,74926
36.0,0.4,2.0,2.0,76440
36.0,0.5,0.5,0.5,77587
36.0,0.5,0.5,1.0,69576
36.0,0.5,0.5,2.0,61580
36.0,0.5,1.0,0.5,75304
36.0,0.5,1.0,1.0,77587
36.0,0.5,1.0,2.0,69576
36.0,0.5,2.0,0.5,70183
36.0,0.5,2.0,1.0,75304
36.0,0.5,2.0,2.0,77587
36.0,0.6,0.5,0.5,78116
36.0,0.6,0.5,1.0,70712
36.0,0.6,0.5,2.0,63225
36.0,0.6,1.0,0.5,75463
36.0,0.6,1.0,1.0,78116
36.0,0.6,1.0,2.0,70712
36.0,0.6,2.0,0.5,70214
36.0,0.6,2.0,1.0,75463
36.0,0.6,2.0,2.0,78116
36.0,0.7000000000000001,0.5,0.5,78840
36.0,0.7000000000000001,0.5,1.0,72112
36.0,0.7000000000000001,0.5,2.0,65007
36.0,0.7000000000000001,1.0,0.5,75625
36.0,0.7000000000000001,1.0,1.0,78840
36.0,0.7000000000000001,1.0,2.0,72112
36.0,0.7000000000000001,2.0,0.5,70218
36.0,0.7000000000000001,2.0,1.0,75625
36.0,0.7000000000000001,2.0,2.0,78840
36.0,0.8,0.5,0.5,78859
36.0,0.8,0.5,1.0,73013
36.0,0.8,0.5,2.0,66609
36.0,0.8,1.0,0.5,75271
36.0,0.8,1.0,1.0,78859
36.0,0.8,1.0,2.0,73013
36.0,0.8,2.0,0.5,70006
36.0,0.8,2.0,1.0,75271
36.0,0.8,2.0,2.0,78859
36.0,0.9,0.5,0.5,77406
36.0,0.9,0.5,1.0,72797
36.0,0.9,0.5,2.0,67713
36.0,0.9,1.0,0.5,73855
36.0,0.9,1.0,1.0,77406
36.0,0.9,1.0,2.0,72797
36.0,0.9,2.0,0.5,69345
36.0,0.9,2.0,1.0,73855
36.0,0.9,2.0,2.0,77406
36.0,1.0,0.5,0.5,66976
36.0,1.0,0.5,1.0,66976
36.0,1.0,0.5,2.0,66976
36.0,1.0,1.0,0.5,66976
36.0,1.0,1.0,1.0,66976
36.0,1.0,1.0,2.0,66976
36.0,1.0,2.0,0.5,66976
36.0,1.0,2.0,1.0,66976
36.0,1.0,2.0,2.0,66976
45.0,0.1,0.5,0.5,77673
45.0,0.1,0.5,1.0,65496
45.0,0.1,0.5,2.0,55357
45.0,0.1,1.0,0.5,78358
45.0,0.1,1.0,1.0,77673
45.0,0.1,1.0,2.0,65496
45.0,0.1,2.0,0.5,73705
45.0,0.1,2.0,1.0,78358
45.0,0.1,2.0,2.0,77673
45.0,0.2,0.5,0.5,78702
45.0,0.2,0.5,1.0,67222
45.0,0.2,0.5,2.0,57490
45.0,0.2,1.0,0.5,78675
45.0,0.2,1.0,1.0,78702
45.0,0.2,1.0,2.0,67222
45.0,0.2,2.0,0.5,73760
45.0,0.2,2.0,1.0,78675
45.0,0.2,2.0,2.0,78702
45.0,0.30000000000000004,0.5,0.5,79712
45.0,0.30000000000000004,0.5,1.0,69065
45.0,0.30000000000000004,0.5,2.0,59651
45.0,0.30000000000000004,1.0,0.5,78966
45.0,0.30000000000000004,1.0,1.0,79712
45.0,0.30000000000000004,1.0,2.0,69065
45.0,0.30000000000000004,2.0,0.5,73820
45.0,0.30000000000000004,2.0,1.0,78966
45.0,0.30000000000000004,2.0,2.0,79712
45.0,0.4,0.5,0.5,80550
45.0,0.4,0.5,1.0,70635
45.0,0.4,0.5,2.0,61632
45.0,0.4,1.0,0.5,79211
45.0,0.4,1.0,1.0,80550
45.0,0.4,1.0,2.0,70635
45.0,0.4,2.0,0.5,73871
45.0,0.4,2.0,1.0,79211
45.0,0.4,2.0,2.0,80550
45.0,0.5,0.5,0.5,81702
45.0,0.5,0.5,1.0,72602
45.0,0.5,0.5,2.0,63886
45.0,0.5,1.0,0.5,79541
45.0,0.5,1.0,1.0,81702
45.0,0.5,1.0,2.0,72602
45.0,0.5,2.0,0.5,73930
45.0,0.5,2.0,1.0,79541
45.0,0.5,2.0,2.0,81702
45.0,0.6,0.5,0.5,82531
45.0,0.6,0.5,1.0,74217
45.0,0.6,0.5,2.0,66016
45.0,0.6,1.0,0.5,79801
45.0,0.6,1.0,1.0,82531
45.0,0.6,1.0,2.0,74217
45.0,0.6,2.0,0.5,73992
45.0,0.6,2.0,1.0,79801
45.0,0.6,2.0,2.0,82531
45.0,0.7000000000000001,0.5,0.5,83591
45.0,0.7000000000000001,0.5,1.0,76115
45.0,0.7000000000000001,0.5,2.0,68308
45.0,0.7000000000000001,1.0,0.5,80096
45.0,0.7000000000000001,1.0,1.0,83591
45.0,0.7000000000000001,1.0,2.0,76115
45.0,0.7000000000000001,2.0,0.5,74038
45.0,0.7000000000000001,2.0,1.0,80096
45.0,0.7000000000000001,2.0,2.0,83591
45.0,0.8,0.5,0.5,84348
45.0,0.8,0.5,1.0,77702
45.0,0.8,0.5,2.0,70366
45.0,0.8,1.0,0.5,80189
45.0,0.8,1.0,1.0,84348
45.0,0.8,1.0,2.0,77702
45.0,0.8,2.0,0.5,73995
45.0,0.8,2.0,1.0,80189
45.0,0.8,2.0,2.0,84348
45.0,0.9,0.5,0.5,84188
45.0,0.9,0.5,1.0,78539
45.0,0.9,0.5,2.0,72032
45.0,0.9,1.0,0.5,79639
45.0,0.9,1.0,1.0,84188
45.0,0.9,1.0,2.0,78539
45.0,0.9,2.0,0.5,73675
45.0,0.9,2.0,1.0,79639
45.0,0.9,2.0,2.0,84188
45.0,1.0,0.5,0.5,70333
45.0,1.0,0.5,1.0,70333
45.0,1.0,0.5,2.0,70333
45.0,1.0,1.0,0.5,70333
45.0,1.0,1.0,1.0,70333
45.0,1.0,1.0,2.0,70333
45.0,1.0,2.0,0.5,70333
45.0,1.0,2.0,1.0,70333
45.0,1.0,2.0,2.0,70333
54.0,0.1,0.5,0.5,81507
54.0,0.1,0.5,1.0,67875
54.0,0.1,0.5,2.0,56549
54.0,0.1,1.0,0.5,82180
54.0,0.1,1.0,1.0,81507
54.0,0.1,1.0,2.0,67875
54.0,0.1,2.0,0.5,76575
54.0,0.1,2.0,1.0,82180
54.0,0.1,2.0,2.0,81507
54.0,0.2,0.5,0.5,82718
54.0,0.2,0.5,1.0,69852
54.0,0.2,0.5,2.0,58888
54.0,0.2,1.0,0.5,82558
54.0,0.2,1.0,1.0,82718
54.0,0.2,1.0,2.0,69852
54.0,0.2,2.0,0.5,76638
54.0,0.2,2.0,1.0,82558
54.0,0.2,2.0,2.0,82718
54.0,0.30000000000000004,0.5,0.5,83693
54.0,0.30000000000000004,0.5,1.0,71782
54.0,0.30000000000000004,0.5,2.0,61257
54.0,0.30000000000000004,1.0,0.5,82755
54.0,0.30000000000000004,1.0,1.0,83693
54.0,0.30000000000000004,1.0,2.0,71782
54.0,0.30000000000000004,2.0,0.5,76638
54.0,0.30000000000000004,2.0,1.0,82755
54.0,0.30000000000000004,2.0,2.0,83693
54.0,0.4,0.5,0.5,84501
54.0,0.4,0.5,1.0,73508
54.0,0.4,0.5,2.0,63544
54.0,0.4,1.0,0.5,82898
54.0,0.4,1.0,1.0,84501
54.0,0.4,1.0,2.0,73508
54.0,0.4,2.0,0.5,76632
54.0,0.4,2.0,1.0,82898
54.0,0.4,2.0,2.0,84501
54.0,0.5,0.5,0.5,85641
54.0,0.5,0.5,1.0,75646
54.0,0.5,0.5,2.0,66137
54.0,0.5,1.0,0.5,83178
54.0,0.5,1.0,1.0,85641
54.0,0.5,1.0,2.0,75646
54.0,0.5,2.0,0.5,76680
54.0,0.5,2.0,1.0,83178
54.0,0.5,2.0,2.0,85641
54.0,0.6,0.5,0.5,86328
54.0,0.6,0.5,1.0,77363
54.0,0.6,0.5,2.0,68529
54.0,0.6,1.0,0.5,83242
54.0,0.6,1.0,1.0,86328
54.0,0.6,1.0,2.0,77363
54.0,0.6,2.0,0.5,76655
54.0,0.6,2.0,1.0,83242
54.0,0.6,2.0,2.0,86328
54.0,0.7000000000000001,0.5,0.5,87392
54.0,0.7000000000000001,0.5,1.0,79409
54.0,0.7000000000000001,0.5,2.0,71030
54.0,0.7000000000000001,1.0,0.5,83471
54.0,0.7000000000000001,1.0,1.0,87392
54.0,0.7000000000000001,1.0,2.0,79409
54.0,0.7000000000000001,2.0,0.5,76674
54.0,0.7000000000000001,2.0,1.0,83471
54.0,0.7000000000000001,2.0,2.0,87392
54.0,0.8,0.5,0.5,88635
54.0,0.8,0.5,1.0,81461
54.0,0.8,0.5,2.0,73399
54.0,0.8,1.0,0.5,83831
54.0,0.8,1.0,1.0,88635
54.0,0.8,1.0,2.0,81461
54.0,0.8,2.0,0.5,76725
54.0,0.8,2.0,1.0,83831
54.0,0.8,2.0,2.0,88635
54.0,0.9,0.5,0.5,89477
54.0,0.9,0.5,1.0,82955
54.0,0.9,0.5,2.0,75217
54.0,0.9,1.0,0.5,83955
54.0,0.9,1.0,1.0,89477
54.0,0.9,1.0,2.0,82955
54.0,0.9,2.0,0.5,76647
54.0,0.9,2.0,1.0,83955
54.0,0.9,2.0,2.0,89477
54.0,1.0,0.5,0.5,72402
54.0,1.0,0.5,1.0,72402
54.0,1.0,0.5,2.0,72402
54.0,1.0,1.0,0.5,72402
54.0,1.0,1.0,1.0,72402
54.0,1.0,1.0,2.0,72402
54.0,1.0,2.0,0.5,72402
54.0,1.0,2.0,1.0,72402
54.0,1.0,2.0,2.0,72402
63.0,0.1,0.5,0.5,85792
63.0,0.1,0.5,1.0,70931
63.0,0.1,0.5,2.0,58086
63.0,0.1,1.0,0.5,85870
63.0,0.1,1.0,1.0,85792
63.0,0.1,1.0,2.0,70931
63.0,0.1,2.0,0.5,78730
63.0,0.1,2.0,1.0,85870
63.0,0.1,2.0,2.0,85792
63.0,0.2,0.5,0.5,87018
63.0,0.2,0.5,1.0,73046
63.0,0.2,0.5,2.0,60590
63.0,0.2,1.0,0.5,86192
63.0,0.2,1.0,1.0,87018
63.0,0.2,1.0,2.0,73046
63.0,0.2,2.0,0.5,78749
63.0,0.2,2.0,1.0,86192
63.0,0.2,2.0,2.0,87018
63.0,0.30000000000000004,0.5,0.5,87999
63.0,0.30000000000000004,0.5,1.0,75071
63.0,0.30000000000000004,0.5,2.0,63130
63.0,0.30000000000000004,1.0,0.5,86353
63.0,0.30000000000000004,1.0,1.0,87999
63.0,0.30000000000000004,1.0,2.0,75071
63.0,0.30000000000000004,2.0,0.5,78726
63.0,0.30000000000000004,2.0,1.0,86353
63.0,0.30000000000000004,2.0,2.0,87999
63.0,0.4,0.5,0.5,88701
63.0,0.4,0.5,1.0,76879
63.0,0.4,0.5,2.0,65658
63.0,0.4,1.0,0.5,86351
63.0,0.4,1.0,1.0,88701
63.0,0.4,1.0,2.0,76879
63.0,0.4,2.0,0.5,78655
63.0,0.4,2.0,1.0,86351
63.0,0.4,2.0,2.0,88701
63.0,0.5,0.5,0.5,89424
63.0,0.5,0.5,1.0,78821
63.0,0.5,0.5,2.0,68339
63.0,0.5,1.0,0.5,86295
63.0,0.5,1.0,1.0,89424
63.0,0.5,1.0,2.0,78821
63.0,0.5,2.0,0.5,78562
63.0,0.5,2.0,1.0,86295
63.0,0.5,2.0,2.0,89424
63.0,0.6,0.5,0.5,89943
63.0,0.6,0.5,1.0,80557
63.0,0.6,0.5,2.0,70915
63.0,0.6,1.0,0.5,86168
63.0,0.6,1.0,1.0,89943
63.0,0.6,1.0,2.0,80557
63.0,0.6,2.0,0.5,78462
63.0,0.6,2.0,1.0,86168
63.0,0.6,2.0,2.0,89943
63.0,0.7000000000000001,0.5,0.5,90841
63.0,0.7000000000000001,0.5,1.0,82548
63.0,0.7000000000000001,0.5,2.0,73490
63.0,0.7000000000000001,1.0,0.5,86218
63.0,0.7000000000000001,1.0,1.0,90841
63.0,0.7000000000000001,1.0,2.0,82548
63.0,0.7000000000000001,2.0,0.5,78404
63.0,0.7000000000000001,2.0,1.0,86218
63.0,0.7000000000000001,2.0,2.0,90841
63.0,0.8,0.5,0.5,92066
63.0,0.8,0.5,1.0,84524
63.0,0.8,0.5,2.0,75745
63.0,0.8,1.0,0.5,86511
63.0,0.8,1.0,1.0,92066
63.0,0.8,1.0,2.0,84524
63.0,0.8,2.0,0.5,78406
63.0,0.8,2.0,1.0,86511
63.0,0.8,2.0,2.0,92066
63.0,0.9,0.5,0.5,93108
63.0,0.9,0.5,1.0,86034
63.0,0.9,0.5,2.0,77388
63.0,0.9,1.0,0.5,86716
63.0,0.9,1.0,1.0,93108
63.0,0.9,1.0,2.0,86034
63.0,0.9,2.0,0.5,78300
63.0,0.9,2.0,1.0,86716
63.0,0.9,2.0,2.0,93108
63.0,1.0,0.5,0.5,73261
63.0,1.0,0.5,1.0,73261
63.0,1.0,0.5,2.0,73261
63.0,1.0,1.0,0.5,73261
63.0,1.0,1.0,1.0,73261
63.0,1.0,1.0,2.0,73261
63.0,1.0,2.0,0.5,73261
63.0,1.0,2.0,1.0,73261
63.0,1.0,2.0,2.0,73261
72.0,0.1,0.5,0.5,89798
72.0,0.1,0.5,1.0,73942
72.0,0.1,0.5,2.0,59587
72.0,0.1,1.0,0.5,88972
72.0,0.1,1.0,1.0,89798
72.0,0.1,1.0,2.0,73942
72.0,0.1,2.0,0.5,80235
72.0,0.1,2.0,1.0,88972
72.0,0.1,2.0,2.0,89798
72.0,0.2,0.5,0.5,91351
72.0,0.2,0.5,1.0,76425
72.0,0.2,0.5,2.0,62351
72.0,0.2,1.0,0.5,89484
72.0,0.2,1.0,1.0,91351
72.0,0.2,1.0,2.0,76425
72.0,0.2,2.0,0.5,80329
72.0,0.2,2.0,1.0,89484
72.0,0.2,2.0,2.0,91351
72.0,0.30000000000000004,0.5,0.5,92397
72.0,0.30000000000000004,0.5,1.0,78577
72.0,0.30000000000000004,0.5,2.0,65053
72.0,0.30000000000000004,1.0,0.5,89661
72.0,0.30000000000000004,1.0,1.0,92397
72.0,0.30000000000000004,1.0,2.0,78577
72.0,0.30000000000000004,2.0,0.5,80304
72.0,0.30000000000000004,2.0,1.0,89661
72.0,0.30000000000000004,2.0,2.0,92397
72.0,0.4,0.5,0.5,93033
72.0,0.4,0.5,1.0,80469
72.0,0.4,0.5,2.0,67761
72.0,0.4,1.0,0.5,89568
72.0,0.4,1.0,1.0,93033
72.0,0.4,1.0,2.0,80469
72.0,0.4,2.0,0.5,80190
72.0,0.4,2.0,1.0,89568
72.0,0.4,2.0,2.0,93033
72.0,0.5,0.5,0.5,93378
72.0,0.5,0.5,1.0,82249
72.0,0.5,0.5,2.0,70513
72.0,0.5,1.0,0.5,89233
72.0,0.5,1.0,1.0,93378
72.0,0.5,1.0,2.0,82249
72.0,0.5,2.0,0.5,79990
72.0,0.5,2.0,1.0,89233
72.0,0.5,2.0,2.0,93378
72.0,0.6,0.5,0.5,93277
72.0,0.6,0.5,1.0,83645
72.0,0.6,0.5,2.0,73055
72.0,0.6,1.0,0.5,88630
72.0,0.6,1.0,1.0,93277
72.0,0.6,1.0,2.0,83645
72.0,0.6,2.0,0.5,79695
72.0,0.6,2.0,1.0,88630
72.0,0.6,2.0,2.0,93277
72.0,0.7000000000000001,0.5,0.5,93215
72.0,0.7000000000000001,0.5,1.0,84968
72.0,0.7000000000000001,0.5,2.0,75389
72.0,0.7000000000000001,1.0,0.5,88017
72.0,0.7000000000000001,1.0,1.0,93215
72.0,0.7000000000000001,1.0,2.0,84968
72.0,0.7000000000000001,2.0,0.5,79386
72.0,0.7000000000000001,2.0,1.0,88017
72.0,0.7000000000000001,2.0,2.0,93215
72.0,0.8,0.5,0.5,93229
