Configuration,Factor,Volume,Entropy
Hexagonal,0.30000000000000004,7830.216550273707,829.5464181672479
Hexagonal,0.3500000000000001,7981.380707730865,830.9707038070751
Hexagonal,0.40000000000000013,8067.486627370676,832.0741232456082
Hexagonal,0.45000000000000007,8124.069914325964,832.9761218074171
Hexagonal,0.5000000000000001,8164.676677935535,833.7367011483145
Hexagonal,0.5500000000000002,8382.803676863077,837.3718909914314
Hexagonal,0.6000000000000002,8549.953202690007,841.3949129490483
Hexagonal,0.6500000000000001,8689.903903090832,845.3414916793595
Hexagonal,0.7000000000000002,8806.552141755998,848.7506121316384
Hexagonal,0.7500000000000002,8897.521590766413,851.2982397694985
Hexagonal,0.8000000000000002,9017.230155780437,853.6972783828048
Hexagonal,0.8500000000000002,9086.244387474735,854.9616105961879
Hexagonal,0.9000000000000002,9109.089549818566,855.2383444503942
Hexagonal,0.9500000000000003,9092.71900466079,854.7146386340175
Hexagonal,1.0000000000000004,9045.761040505718,853.5656949311399
Hexagonal,1.0500000000000003,8952.283054671332,851.7713426009881
Hexagonal,1.1000000000000005,8827.339206927132,849.3798953365356
Hexagonal,1.1500000000000004,8681.981211606586,846.5337714686905
Hexagonal,1.2000000000000004,8525.059672902253,843.3376635532619
Hexagonal,1.2500000000000004,8363.398238120973,839.8628311010741
Hexagonal,1.3000000000000005,8242.074790776063,838.167217085776
Hexagonal,1.3500000000000005,8111.9363399053345,836.182934734342
Hexagonal,1.4000000000000006,7975.953833961972,833.9506761511018
Hexagonal,1.4500000000000006,7836.7454149152345,831.5035727004762
Hexagonal,1.5000000000000004,7699.545495473143,829.0810223012802
Hexagonal,1.5500000000000005,7622.57139980184,827.9753311096603
Hexagonal,1.6000000000000005,7540.302248155178,826.7950802545253
Hexagonal,1.6500000000000006,7449.272248296818,825.2995261360442
Hexagonal,1.7000000000000006,7349.280964273212,823.4605543935908
Hexagonal,1.7500000000000007,7241.980209978159,821.310125092693
Hexagonal,1.8000000000000007,7211.066297278179,821.273223016556
Hexagonal,1.8500000000000008,7172.42777609324,820.9837231569237
Hexagonal,1.9000000000000008,7120.930387873403,820.2730901753332
Hexagonal,1.9500000000000006,7052.4010720119495,819.0205651440945
Hexagonal,2.0000000000000004,6963.0566310599725,817.0376347287123
Hexagonal,2.0500000000000007,6982.929165507476,818.1177635281592
Hexagonal,2.100000000000001,6992.940603147423,818.7353285632686
Hexagonal,2.150000000000001,6983.959911696037,818.8303025198211
Hexagonal,2.2000000000000006,6945.337505004981,818.2604725887516
Hexagonal,2.250000000000001,6856.786185213342,816.3966745546477
Hexagonal,2.3000000000000007,6958.0796714737935,818.9387799820262
Hexagonal,2.350000000000001,7019.641365228721,820.1519798190221
Hexagonal,2.400000000000001,7031.258614824415,820.2534536001859
Hexagonal,2.450000000000001,6988.116737384857,819.2687979479874
Hexagonal,2.500000000000001,6874.80781361838,817.0753142125598
Hexagonal,2.5500000000000007,6991.941668094711,818.9026368945728
