size_low_pass,size_notch,Volume,Entropy
0.6,0.8,248.9429013305603,881.2486664633257
0.6,1.0,228.8745753716085,846.4128879461488
0.6,1.2,206.51495842259308,826.8277158186944
0.6,1.4,194.88776272488815,819.8253239363955
0.6,1.6,193.74344555058073,819.9642430022413
0.6,1.8,195.23366432968572,822.415501337741
0.6,2.0,204.4967416824167,832.0301660422142
0.6,2.2,207.87071369446178,836.01620419262
0.6,2.4,206.08038073086732,832.9208850236935
0.6,2.6,192.20232488104895,823.428612932456
0.6,2.8,207.27537326948433,831.1419766530886
0.6,3.0,201.31653831834723,824.5727928393894
0.6,3.2,204.8686921194747,831.9919997364028
0.6,3.4,186.64546071993067,820.6839371638387
0.6,3.6,198.1909046711287,827.7068969047743
0.6,3.8,200.9543342302651,823.9365121748904
0.6,4.0,201.19304858345419,825.6239442861603
0.6,4.2,202.3903995250913,826.0063001317226
0.6,4.4,202.29033401097482,823.6402289364653
0.6,4.6,206.29915375235922,829.603667626574
0.6,4.8,203.27652744069,830.9656199530119
0.6,5.0,185.77397237049962,823.1492708524721
0.8,0.2,0.0,-0.0
0.8,0.4,253.79982615008942,907.8956709923941
0.8,0.6,261.5816438945658,908.5912966662464
0.8,0.8,253.40105296384107,885.9072454428917
0.8,1.0,232.6864258218705,853.2816558821853
0.8,1.2,210.34037088939078,832.8072947935277
0.8,1.4,197.69344202730127,823.5459591320376
0.8,1.6,195.37970420406913,822.1991533353964
0.8,1.8,196.0480404440787,824.1985207641259
0.8,2.0,205.25426880846163,833.4602453060668
0.8,2.2,208.79454500828962,837.5737825736761
0.8,2.4,207.23892609640134,835.0939765686942
0.8,2.6,193.9188526689712,826.8438175167871
0.8,2.8,209.68708252599475,835.5317898830858
0.8,3.0,203.4723994659144,828.5705844467868
0.8,3.2,206.30234953642173,834.3696344120253
0.8,3.4,189.74718322896314,824.6697335450955
0.8,3.6,199.6880027681571,829.9462423086371
0.8,3.8,201.71783363027018,825.7176845634806
0.8,4.0,202.5496528048925,828.4454080947404
0.8,4.2,203.93549308580705,829.4017740789272
