size_low_pass,size_notch,Volume,Entropy
4.8,3.2,193.7633161651642,820.4847162814456
4.8,3.4,185.6454240816815,813.1651074857047
4.8,3.6,192.39071741012128,818.4939027615936
4.8,3.8,193.53502845934455,817.6994410790987
4.8,4.0,193.50604808779505,819.7869189455481
4.8,4.2,192.9779866625748,819.3263912579289
4.8,4.4,194.42297120911928,821.3661149518222
4.8,4.6,200.28536830763656,827.9944956590565
4.8,4.8,195.57773008320783,821.574265934189
4.8,5.0,187.68816804395908,815.4867309987319
5.0,0.2,0.0,-0.0
5.0,0.4,220.21443911482044,860.7438226096209
5.0,0.6,216.96776721079942,855.8944530512257
5.0,0.8,210.36462387648282,843.9857401572665
5.0,1.0,204.21415342407798,833.0394335450346
5.0,1.2,200.79222735413447,827.8324049179326
5.0,1.4,198.07074772955633,824.5750091798553
5.0,1.6,195.56958056924086,822.885433130389
5.0,1.8,188.67907185869592,817.502690245888
5.0,2.0,191.73162541546785,817.5357424570545
5.0,2.2,193.27827617358952,819.766841174981
5.0,2.4,191.484055454777,818.0822665379827
5.0,2.6,185.23450003106285,815.7626886690053
5.0,2.8,194.73442734199966,821.6835158908247
5.0,3.0,192.64063527647028,819.8815074800434
5.0,3.2,192.8810942836405,820.654744118778
5.0,3.4,184.09269341370432,812.2752385302388
5.0,3.6,190.58739506745485,818.0640670021196
5.0,3.8,190.8140459330198,815.7232447594752
5.0,4.0,189.60422912695108,816.0591097278799
5.0,4.2,190.50515329948598,818.2137971396992
5.0,4.4,191.96378424191494,820.6220823434443
5.0,4.6,196.0715336013052,826.3991268479647
5.0,4.8,190.97728230456306,820.7923589137117
5.0,5.0,183.39776048295303,812.8359958490117
