Configuration,Lateral factor,Axial factor,Volume,Entropy
Conventional,2.6000000000000005,0.6000000000000001,303.45207355565213,920.3542711710409
Conventional,2.6000000000000005,0.8000000000000002,305.6288831848524,919.388306099452
Conventional,2.6000000000000005,1.0000000000000002,306.43474531368787,918.9997219307496
Conventional,2.6000000000000005,1.2000000000000002,313.2509174507148,918.5948763652194
Conventional,2.6000000000000005,1.4000000000000004,316.71427807334004,918.9041439815036
Conventional,2.6000000000000005,1.6000000000000005,321.58453304892015,918.6137122456942
Conventional,2.6000000000000005,1.8000000000000003,325.5535520083523,917.4809662576735
Conventional,2.6000000000000005,2.0000000000000004,326.81913055007846,915.9125945055757
Conventional,2.6000000000000005,2.2000000000000006,327.62250442904747,912.6793293271028
Conventional,2.6000000000000005,2.400000000000001,325.53543633942814,909.0217039690817
Conventional,2.6000000000000005,2.6000000000000005,322.51746792077023,905.8483522740206
Conventional,2.6000000000000005,2.8000000000000007,318.34974107137646,903.1584417066686
Conventional,2.6000000000000005,3.000000000000001,313.46188867057896,900.4335469594581
Conventional,2.6000000000000005,3.2000000000000006,309.1093247185556,899.1536748629823
Conventional,2.6000000000000005,3.400000000000001,304.67769931170966,898.0802038115642
Conventional,2.6000000000000005,3.600000000000001,300.7121541870447,897.1087844626779
Conventional,2.6000000000000005,3.800000000000001,297.18553222041686,896.2236136795724
Conventional,2.6000000000000005,4.000000000000002,294.0557349201999,895.7748174621152
Conventional,2.6000000000000005,4.200000000000001,291.3060830168331,894.5660915995788
Conventional,2.6000000000000005,4.400000000000002,288.7687723382679,893.695675731302
Conventional,2.6000000000000005,4.600000000000001,286.41700976729607,892.7107937671224
Conventional,2.6000000000000005,4.800000000000002,283.9400397227977,891.3358733106343
Conventional,2.6000000000000005,5.000000000000002,281.0310633405842,889.4152295216825
Conventional,2.8000000000000007,0.4,296.8075369950095,914.747359041386
Conventional,2.8000000000000007,0.6000000000000001,300.03849308231173,913.5926641972521
Conventional,2.8000000000000007,0.8000000000000002,302.1503561588262,912.7515803941286
Conventional,2.8000000000000007,1.0000000000000002,302.9343593824372,912.4133484519724
Conventional,2.8000000000000007,1.2000000000000002,309.4769550991603,912.2434056081955
Conventional,2.8000000000000007,1.4000000000000004,312.8185478388033,912.6913280206247
Conventional,2.8000000000000007,1.6000000000000005,317.5815748615598,912.68671710686
Conventional,2.8000000000000007,1.8000000000000003,321.60436922483484,911.9695236517977
Conventional,2.8000000000000007,2.0000000000000004,323.06721184525486,910.7814210532164
Conventional,2.8000000000000007,2.2000000000000006,324.1344296621514,908.0143593663558
Conventional,2.8000000000000007,2.400000000000001,322.38953593821,904.7574497498532
Conventional,2.8000000000000007,2.6000000000000005,319.6390949299634,901.8693948665449
Conventional,2.8000000000000007,2.8000000000000007,315.68368738475465,899.3534117788304
Conventional,2.8000000000000007,3.000000000000001,311.0018255683371,896.7587853550931
Conventional,2.8000000000000007,3.2000000000000006,306.7473573744727,895.5085221409686
Conventional,2.8000000000000007,3.400000000000001,302.3997435987996,894.4139708448605
Conventional,2.8000000000000007,3.600000000000001,298.51306214986374,893.4332591906194
Conventional,2.8000000000000007,3.800000000000001,295.04907241985325,892.5296369156774
Conventional,2.8000000000000007,4.000000000000002,291.96497312397855,892.0481708436116
Conventional,2.8000000000000007,4.200000000000001,289.3063835116274,890.8698875109067
Conventional,2.8000000000000007,4.400000000000002,286.8653118028374,890.0444575884642
Conventional,2.8000000000000007,4.600000000000001,284.6267028430168,889.126548878967
Conventional,2.8000000000000007,4.800000000000002,282.2638821956337,887.8007743372056
Conventional,2.8000000000000007,5.000000000000002,279.5251002349321,885.9978413041129
Conventional,3.000000000000001,0.4,291.43248196281104,907.3553461932975
Conventional,3.000000000000001,0.6000000000000001,294.5531281948144,906.3527734176294
Conventional,3.000000000000001,0.8000000000000002,296.60218193406473,905.624669883524
Conventional,3.000000000000001,1.0000000000000002,297.3655983907762,905.3319453842228
Conventional,3.000000000000001,1.2000000000000002,303.6367108533672,905.3524755102007
Conventional,3.000000000000001,1.4000000000000004,306.85367877638447,905.8988990101956
Conventional,3.000000000000001,1.6000000000000005,311.4875161713264,906.1089191616743
Conventional,3.000000000000001,1.8000000000000003,315.52103481014416,905.7179355606044
Conventional,3.000000000000001,2.0000000000000004,317.1428453279795,904.8496692504377
Conventional,3.000000000000001,2.2000000000000006,318.428024935843,902.4784597888175
Conventional,3.000000000000001,2.400000000000001,317.00284153088666,899.583273821796
Conventional,3.000000000000001,2.6000000000000005,314.51398345527514,896.9472435883072
Conventional,3.000000000000001,2.8000000000000007,310.7817147342791,894.5799379676891
Conventional,3.000000000000001,3.000000000000001,306.3257601320426,892.1004079878335
Conventional,3.000000000000001,3.2000000000000006,302.19409656567893,890.8632295340675
Conventional,3.000000000000001,3.400000000000001,297.95981948606175,889.7421295718987
Conventional,3.000000000000001,3.600000000000001,294.17608017519944,888.7431545355442
Conventional,3.000000000000001,3.800000000000001,290.79876303863756,887.8182402627175
Conventional,3.000000000000001,4.000000000000002,287.78154038843155,887.2954163521326
Conventional,3.000000000000001,4.200000000000001,285.22622048373955,886.1431399647288
Conventional,3.000000000000001,4.400000000000002,282.8864311285922,885.3443479563575
Conventional,3.000000000000001,4.600000000000001,280.762465465996,884.4757845878762
Conventional,3.000000000000001,4.800000000000002,278.5220596125691,883.2012935093744
Conventional,3.000000000000001,5.000000000000002,275.95858765291473,881.5148266960742
Conventional,3.2000000000000006,0.4,287.48854399005734,901.0737499331694
Conventional,3.2000000000000006,0.6000000000000001,290.4283777639781,900.2774318217591
Conventional,3.2000000000000006,0.8000000000000002,292.3700924838447,899.7030303875252
Conventional,3.2000000000000006,1.0000000000000002,293.09694235122026,899.472837424979
Conventional,3.2000000000000006,1.2000000000000002,298.9587319466354,899.7675942623722
Conventional,3.2000000000000006,1.4000000000000004,302.0042423583694,900.4820988853955
