m1,m2,Volume,Entropy
3.0,5.0,254.2255346317772,954.7791741212887
3.0,5.5,251.0766009414311,952.6126353353934
3.0,6.0,247.9179431580854,950.478821380418
3.0,6.5,244.786210413614,948.3861079209576
3.0,7.0,241.70548909690797,946.3391491612244
3.0,7.5,238.69131384911125,944.3403052993214
3.0,8.0,235.75333047017853,942.3905114433444
3.0,8.5,232.8970987823132,940.489815199791
3.0,9.0,230.12533350161004,938.6377197804272
3.0,9.5,227.4387699682455,936.8333934396536
3.0,10.0,224.8367747357904,935.0758084153584
3.0,10.5,222.31777979962047,933.3638252876996
3.0,11.0,219.8795932162257,931.6962481258078
3.0,11.5,217.51962206452444,930.071860895798
3.0,12.0,215.2350326346333,928.48944609143
3.0,12.5,213.0228653061583,926.9478006757678
3.0,13.0,210.880116514942,925.445743537869
3.0,13.5,208.80379670231477,923.982122460002
3.0,14.0,206.79097068252207,922.55581485666
3.0,14.5,204.838785119462,921.1657304837016
3.0,15.0,202.94448655319388,919.8108114832364
3.0,15.5,201.10543251197905,918.490033093008
3.0,16.0,199.31909758610436,917.2024033636892
3.0,16.5,197.583075855696,915.9469621213016
3.0,17.0,195.8950807074247,914.7227820476876
3.0,17.5,194.2529428099564,913.528965635686
3.0,18.0,192.65460682056303,912.3646446655468
3.0,18.5,191.09812724776364,911.2289825771554
3.0,19.0,189.5816637842992,910.1211696998693
3.0,19.5,188.1034763417357,909.0404248631984
3.0,20.0,186.6619199556104,907.985993172836
3.5,0.5,233.9294105241206,958.6829196576808
3.5,1.0,244.68032825198588,969.08725371357
3.5,1.5,250.8525559269916,972.5092884187806
3.5,2.0,253.8523510931768,973.1385618243436
3.5,2.5,254.75686150194736,972.5209059191296
3.5,3.0,254.2954393163049,971.2884686021564
3.5,3.5,252.9447933941125,969.7336687451271
3.5,4.0,251.0163066308789,968.0068578307176
3.5,4.5,248.71601690973776,966.1916186851532
3.5,5.0,246.18249487641413,964.33694149271
