m1,m2,Volume,Entropy
2.5,13.0,208.44127522308924,890.7001496345863
2.5,13.5,206.70450843939074,888.959116036159
2.5,14.0,205.0048671366324,887.2463011011762
2.5,14.5,203.34166471325034,885.5609638730537
2.5,15.0,201.71413923879757,883.9023734353444
2.5,15.5,200.12147445153747,882.2698159980737
2.5,16.0,198.56281660907842,880.6625978489419
2.5,16.5,197.03728800808992,879.080046436508
2.5,17.0,195.54399781727457,877.5215117351129
2.5,17.5,194.0820507353357,875.9863680383315
2.5,18.0,192.65055388286416,874.4740123844474
2.5,18.5,191.24862225665223,872.9838646467126
2.5,19.0,189.87538301163818,871.5153669506526
2.5,19.5,188.52997878551295,870.067983038164
2.5,20.0,187.2115702410319,868.6411967412131
3.0,0.5,234.45929985678623,934.5005181828526
3.0,1.0,236.64681178623647,938.1350493138841
3.0,1.5,237.8204906289688,939.6912674803053
3.0,2.0,238.1945186801593,939.9713054497875
3.0,2.5,237.9643862795853,939.4707999305593
3.0,3.0,237.28018745567792,938.4790245080164
3.0,3.5,236.25596557926735,937.1707017733409
3.0,4.0,234.9782204113771,935.6555726514678
3.0,4.5,233.51257341464787,934.005005419197
3.0,5.0,231.90893871737393,932.2667917026379
3.0,5.5,230.2054560610626,930.4736989835205
3.0,6.0,228.43143039217347,928.6486099651253
3.0,6.5,226.60950782961658,926.8077211607537
3.0,7.0,224.75728213653343,924.9626025726012
3.0,7.5,222.8884835562007,923.1215621335954
3.0,8.0,221.01386349054724,921.2905705694508
3.0,8.5,219.14185775365405,919.4739051365882
3.0,9.0,217.27908802931336,917.674598598719
3.0,9.5,215.43074436725576,915.8947693353495
3.0,10.0,213.60087953986192,914.1358556509286
3.0,10.5,211.79263754248578,912.398790825338
3.0,11.0,210.00843245336728,910.684130185831
3.0,11.5,208.25008954416222,908.992149698572
3.0,12.0,206.51895743230287,907.3229177805633
3.0,12.5,204.81599782970818,905.676347688811
3.0,13.0,203.14185781635257,904.0522427676887
3.0,13.5,201.4969283758531,902.4503240961499
3.0,14.0,199.8813920503137,900.8702583727888
