ThetaIncident,SineRatio,Power1,Power2,volume,analytical volume,measure
18,0.7,1,1,434,480.932462375535,13
18,0.7,1,2,436,457.084571679227,15
18,0.7,2,0.5,396,436.302995645395,11
18,0.7,2,1,440,457.084571679227,17
18,0.7,2,2,488,474.275957705977,23
18,0.8,0.5,0.5,337,450.874183477064,5
18,0.8,0.5,1,371,466.210040057916,9
18,0.8,0.5,2,386,436.302995645395,11
18,0.8,1,0.5,376,466.210040057916,9
18,0.8,1,1,418,480.932462375535,16
18,0.8,1,2,423,457.084571679227,20
18,0.8,2,0.5,390,436.302995645395,11
18,0.8,2,1,426,457.084571679227,17
18,0.8,2,2,467,474.275957705977,26
18,0.9,0.5,0.5,325,450.874183477064,3
18,0.9,0.5,1,355,466.210040057916,6
18,0.9,0.5,2,376,436.302995645395,11
18,0.9,1,0.5,357,466.210040057916,9
18,0.9,1,1,387,480.932462375535,13
18,0.9,1,2,395,457.084571679227,11
18,0.9,2,0.5,379,436.302995645395,11
18,0.9,2,1,397,457.084571679227,11
18,0.9,2,2,424,474.275957705977,20
18,1,0.5,0.5,339,445.307835532902,6
18,1,0.5,1,363,436.107260418586,8
18,1,0.5,2,381,418.369460296961,12
18,1,1,0.5,363,436.107260418586,8
18,1,1,1,374,425.516376175884,11
18,1,1,2,384,413.729218941095,13
18,1,2,0.5,381,418.369460296961,12
18,1,2,1,384,413.729218941095,13
18,1,2,2,388,408.505535075638,14
27,0.1,0.5,0.5,351,450.874183477064,6
27,0.1,0.5,1,366,466.210040057916,8
27,0.1,0.5,2,362,436.302995645395,3
27,0.1,1,0.5,403,466.210040057916,16
27,0.1,1,1,439,480.932462375535,17
27,0.1,1,2,419,457.084571679227,9
27,0.1,2,0.5,409,436.302995645395,22
27,0.1,2,1,454,457.084571679227,31
27,0.1,2,2,489,474.275957705977,26
27,0.2,0.5,0.5,353,450.874183477064,6
27,0.2,0.5,1,375,466.210040057916,7
27,0.2,0.5,2,377,436.302995645395,6
27,0.2,1,0.5,404,466.210040057916,16
27,0.2,1,1,444,480.932462375535,16
27,0.2,1,2,431,457.084571679227,16
27,0.2,2,0.5,409,436.302995645395,22
27,0.2,2,1,455,457.084571679227,31
27,0.2,2,2,496,474.275957705977,26
27,0.3,0.5,0.5,355,450.874183477064,6
27,0.3,0.5,1,381,466.210040057916,7
27,0.3,0.5,2,387,436.302995645395,6
27,0.3,1,0.5,405,466.210040057916,16
27,0.3,1,1,449,480.932462375535,17
27,0.3,1,2,441,457.084571679227,14
27,0.3,2,0.5,410,436.302995645395,22
27,0.3,2,1,457,457.084571679227,31
27,0.3,2,2,503,474.275957705977,27
27,0.4,0.5,0.5,356,450.874183477064,6
27,0.4,0.5,1,384,466.210040057916,9
27,0.4,0.5,2,391,436.302995645395,9
27,0.4,1,0.5,406,466.210040057916,17
27,0.4,1,1,450,480.932462375535,18
27,0.4,1,2,445,457.084571679227,19
27,0.4,2,0.5,410,436.302995645395,22
27,0.4,2,1,457,457.084571679227,31
27,0.4,2,2,505,474.275957705977,28
27,0.5,0.5,0.5,359,450.874183477064,7
27,0.5,0.5,1,390,466.210040057916,12
27,0.5,0.5,2,396,436.302995645395,12
27,0.5,1,0.5,407,466.210040057916,17
27,0.5,1,1,455,480.932462375535,21
27,0.5,1,2,452,457.084571679227,15
27,0.5,2,0.5,410,436.302995645395,22
27,0.5,2,1,458,457.084571679227,32
27,0.5,2,2,510,474.275957705977,33
27,0.6,0.5,0.5,361,450.874183477064,7
27,0.6,0.5,1,391,466.210040057916,13
27,0.6,0.5,2,397,436.302995645395,14
27,0.6,1,0.5,407,466.210040057916,17
27,0.6,1,1,454,480.932462375535,20
27,0.6,1,2,449,457.084571679227,21
27,0.6,2,0.5,410,436.302995645395,22
27,0.6,2,1,457,457.084571679227,32
27,0.6,2,2,507,474.275957705977,32
27,0.7,0.5,0.5,363,450.874183477064,7
27,0.7,0.5,1,394,466.210040057916,12
27,0.7,0.5,2,400,436.302995645395,13
27,0.7,1,0.5,406,466.210040057916,17
27,0.7,1,1,453,480.932462375535,20
27,0.7,1,2,449,457.084571679227,24
27,0.7,2,0.5,409,436.302995645395,23
27,0.7,2,1,455,457.084571679227,33
27,0.7,2,2,503,474.275957705977,31
27,0.8,0.5,0.5,363,450.874183477064,8
27,0.8,0.5,1,394,466.210040057916,11
27,0.8,0.5,2,399,436.302995645395,13
27,0.8,1,0.5,403,466.210040057916,18
27,0.8,1,1,447,480.932462375535,22
27,0.8,1,2,444,457.084571679227,21
27,0.8,2,0.5,406,436.302995645395,23
27,0.8,2,1,449,457.084571679227,33
27,0.8,2,2,494,474.275957705977,34
27,0.9,0.5,0.5,357,450.874183477064,9
27,0.9,0.5,1,387,466.210040057916,14
27,0.9,0.5,2,396,436.302995645395,17
27,0.9,1,0.5,391,466.210040057916,18
27,0.9,1,1,427,480.932462375535,26
27,0.9,1,2,427,457.084571679227,26
27,0.9,2,0.5,399,436.302995645395,22
27,0.9,2,1,429,457.084571679227,21
27,0.9,2,2,465,474.275957705977,24
27,1,0.5,0.5,362,445.307835532902,12
27,1,0.5,1,379,436.107260418586,19
27,1,0.5,2,390,418.369460296961,17
27,1,1,0.5,379,436.107260418586,19
27,1,1,1,386,425.516376175884,15
27,1,1,2,392,413.729218941095,17
27,1,2,0.5,390,418.369460296961,17
27,1,2,1,392,413.729218941095,17
27,1,2,2,394,408.505535075638,18
36,0.1,0.5,0.5,361,450.874183477064,10
36,0.1,0.5,1,370,466.210040057916,7
36,0.1,0.5,2,369,436.302995645395,4
36,0.1,1,0.5,415,466.210040057916,20
36,0.1,1,1,438,480.932462375535,23
36,0.1,1,2,418,457.084571679227,13
36,0.1,2,0.5,416,436.302995645395,24
36,0.1,2,1,451,457.084571679227,31
36,0.1,2,2,479,474.275957705977,33
36,0.2,0.5,0.5,363,450.874183477064,9
36,0.2,0.5,1,376,466.210040057916,11
36,0.2,0.5,2,380,436.302995645395,8
36,0.2,1,0.5,416,466.210040057916,29
36,0.2,1,1,442,480.932462375535,22
36,0.2,1,2,428,457.084571679227,13
36,0.2,2,0.5,416,436.302995645395,24
36,0.2,2,1,453,457.084571679227,31
36,0.2,2,2,485,474.275957705977,31
36,0.3,0.5,0.5,365,450.874183477064,10
36,0.3,0.5,1,382,466.210040057916,10
36,0.3,0.5,2,388,436.302995645395,7
36,0.3,1,0.5,418,466.210040057916,27
36,0.3,1,1,447,480.932462375535,27
36,0.3,1,2,437,457.084571679227,18
36,0.3,2,0.5,417,436.302995645395,24
36,0.3,2,1,455,457.084571679227,31
36,0.3,2,2,492,474.275957705977,40
36,0.4,0.5,0.5,369,450.874183477064,11
36,0.4,0.5,1,387,466.210040057916,12
36,0.4,0.5,2,393,436.302995645395,10
36,0.4,1,0.5,419,466.210040057916,30
36,0.4,1,1,451,480.932462375535,32
36,0.4,1,2,441,457.084571679227,22
36,0.4,2,0.5,417,436.302995645395,24
36,0.4,2,1,456,457.084571679227,31
36,0.4,2,2,494,474.275957705977,29
36,0.5,0.5,0.5,374,450.874183477064,12
36,0.5,0.5,1,396,466.210040057916,15
36,0.5,0.5,2,399,436.302995645395,14
36,0.5,1,0.5,422,466.210040057916,30
36,0.5,1,1,458,480.932462375535,25
36,0.5,1,2,449,457.084571679227,23
36,0.5,2,0.5,418,436.302995645395,24
36,0.5,2,1,459,457.084571679227,32
36,0.5,2,2,502,474.275957705977,36
36,0.6,0.5,0.5,378,450.874183477064,11
36,0.6,0.5,1,401,466.210040057916,19
36,0.6,0.5,2,402,436.302995645395,13
36,0.6,1,0.5,424,466.210040057916,31
36,0.6,1,1,460,480.932462375535,29
36,0.6,1,2,451,457.084571679227,22
36,0.6,2,0.5,418,436.302995645395,25
36,0.6,2,1,461,457.084571679227,32
36,0.6,2,2,503,474.275957705977,42
36,0.7,0.5,0.5,384,450.874183477064,16
36,0.7,0.5,1,408,466.210040057916,16
36,0.7,0.5,2,406,436.302995645395,17
36,0.7,1,0.5,426,466.210040057916,31
36,0.7,1,1,465,480.932462375535,30
36,0.7,1,2,455,457.084571679227,28
36,0.7,2,0.5,419,436.302995645395,25
36,0.7,2,1,462,457.084571679227,33
36,0.7,2,2,506,474.275957705977,42
36,0.8,0.5,0.5,388,450.874183477064,18
36,0.8,0.5,1,414,466.210040057916,23
36,0.8,0.5,2,409,436.302995645395,25
36,0.8,1,0.5,426,466.210040057916,32
36,0.8,1,1,465,480.932462375535,31
36,0.8,1,2,455,457.084571679227,25
36,0.8,2,0.5,418,436.302995645395,25
36,0.8,2,1,460,457.084571679227,33
36,0.8,2,2,504,474.275957705977,43
36,0.9,0.5,0.5,388,450.874183477064,15
36,0.9,0.5,1,414,466.210040057916,26
36,0.9,0.5,2,410,436.302995645395,29
36,0.9,1,0.5,421,466.210040057916,28
36,0.9,1,1,456,480.932462375535,35
36,0.9,1,2,447,457.084571679227,28
36,0.9,2,0.5,414,436.302995645395,25
36,0.9,2,1,450,457.084571679227,34
36,0.9,2,2,488,474.275957705977,47
36,1,0.5,0.5,387,445.307835532902,23
36,1,0.5,1,395,436.107260418586,23
36,1,0.5,2,397,418.369460296961,27
36,1,1,0.5,395,436.107260418586,23
36,1,1,1,397,425.516376175884,26
36,1,1,2,397,413.729218941095,28
36,1,2,0.5,397,418.369460296961,27
36,1,2,1,397,413.729218941095,28
36,1,2,2,397,408.505535075638,29
45,0.1,0.5,0.5,369,450.874183477064,17
45,0.1,0.5,1,369,466.210040057916,11
45,0.1,0.5,2,369,436.302995645395,6
45,0.1,1,0.5,426,466.210040057916,35
45,0.1,1,1,434,480.932462375535,33
45,0.1,1,2,411,457.084571679227,19
45,0.1,2,0.5,421,436.302995645395,40
45,0.1,2,1,447,457.084571679227,34
45,0.1,2,2,464,474.275957705977,38
45,0.2,0.5,0.5,371,450.874183477064,17
45,0.2,0.5,1,375,466.210040057916,11
45,0.2,0.5,2,380,436.302995645395,7
45,0.2,1,0.5,427,466.210040057916,35
45,0.2,1,1,438,480.932462375535,32
45,0.2,1,2,421,457.084571679227,19
45,0.2,2,0.5,422,436.302995645395,40
45,0.2,2,1,448,457.084571679227,34
45,0.2,2,2,470,474.275957705977,43
45,0.3,0.5,0.5,375,450.874183477064,17
45,0.3,0.5,1,382,466.210040057916,16
45,0.3,0.5,2,387,436.302995645395,10
45,0.3,1,0.5,429,466.210040057916,35
45,0.3,1,1,443,480.932462375535,32
45,0.3,1,2,429,457.084571679227,25
45,0.3,2,0.5,422,436.302995645395,40
45,0.3,2,1,451,457.084571679227,34
45,0.3,2,2,476,474.275957705977,43
45,0.4,0.5,0.5,380,450.874183477064,18
45,0.4,0.5,1,389,466.210040057916,18
45,0.4,0.5,2,393,436.302995645395,12
45,0.4,1,0.5,432,466.210040057916,36
45,0.4,1,1,449,480.932462375535,33
45,0.4,1,2,435,457.084571679227,21
45,0.4,2,0.5,423,436.302995645395,40
45,0.4,2,1,453,457.084571679227,34
45,0.4,2,2,481,474.275957705977,44
45,0.5,0.5,0.5,386,450.874183477064,18
45,0.5,0.5,1,399,466.210040057916,16
45,0.5,0.5,2,399,436.302995645395,14
45,0.5,1,0.5,435,466.210040057916,36
45,0.5,1,1,456,480.932462375535,38
45,0.5,1,2,442,457.084571679227,26
45,0.5,2,0.5,424,436.302995645395,40
45,0.5,2,1,457,457.084571679227,34
45,0.5,2,2,488,474.275957705977,51
45,0.6,0.5,0.5,394,450.874183477064,19
45,0.6,0.5,1,408,466.210040057916,19
45,0.6,0.5,2,404,436.302995645395,18
45,0.6,1,0.5,438,466.210040057916,36
45,0.6,1,1,463,480.932462375535,42
45,0.6,1,2,447,457.084571679227,31
45,0.6,2,0.5,425,436.302995645395,40
45,0.6,2,1,460,457.084571679227,35
45,0.6,2,2,493,474.275957705977,36
45,0.7,0.5,0.5,402,450.874183477064,22
45,0.7,0.5,1,420,466.210040057916,28
45,0.7,0.5,2,412,436.302995645395,18
45,0.7,1,0.5,443,466.210040057916,37
45,0.7,1,1,471,480.932462375535,39
45,0.7,1,2,455,457.084571679227,29
45,0.7,2,0.5,427,436.302995645395,40
45,0.7,2,1,464,457.084571679227,35
45,0.7,2,2,500,474.275957705977,51
45,0.8,0.5,0.5,411,450.874183477064,24
45,0.8,0.5,1,431,466.210040057916,29
45,0.8,0.5,2,417,436.302995645395,28
45,0.8,1,0.5,447,466.210040057916,38
45,0.8,1,1,479,480.932462375535,38
45,0.8,1,2,461,457.084571679227,42
45,0.8,2,0.5,428,436.302995645395,40
45,0.8,2,1,468,457.084571679227,45
45,0.8,2,2,507,474.275957705977,49
45,0.9,0.5,0.5,418,450.874183477064,25
45,0.9,0.5,1,441,466.210040057916,34
45,0.9,0.5,2,423,436.302995645395,34
45,0.9,1,0.5,448,466.210040057916,39
45,0.9,1,1,484,480.932462375535,41
45,0.9,1,2,466,457.084571679227,49
45,0.9,2,0.5,428,436.302995645395,40
45,0.9,2,1,468,457.084571679227,45
45,0.9,2,2,509,474.275957705977,52
45,1,0.5,0.5,411,445.307835532902,29
45,1,0.5,1,412,436.107260418586,38
45,1,0.5,2,405,418.369460296961,29
45,1,1,0.5,412,436.107260418586,38
45,1,1,1,408,425.516376175884,28
45,1,1,2,403,413.729218941095,29
45,1,2,0.5,405,418.369460296961,29
45,1,2,1,403,413.729218941095,29
45,1,2,2,400,408.505535075638,29
54,0.1,0.5,0.5,376,450.874183477064,22
54,0.1,0.5,1,368,466.210040057916,16
54,0.1,0.5,2,369,436.302995645395,8
54,0.1,1,0.5,434,466.210040057916,51
54,0.1,1,1,430,480.932462375535,44
54,0.1,1,2,407,457.084571679227,25
54,0.1,2,0.5,425,436.302995645395,37
54,0.1,2,1,443,457.084571679227,48
54,0.1,2,2,453,474.275957705977,38
54,0.2,0.5,0.5,378,450.874183477064,22
54,0.2,0.5,1,375,466.210040057916,19
54,0.2,0.5,2,379,436.302995645395,8
54,0.2,1,0.5,435,466.210040057916,51
54,0.2,1,1,435,480.932462375535,33
54,0.2,1,2,415,457.084571679227,21
54,0.2,2,0.5,426,436.302995645395,37
54,0.2,2,1,445,457.084571679227,48
54,0.2,2,2,459,474.275957705977,43
54,0.3,0.5,0.5,382,450.874183477064,27
54,0.3,0.5,1,382,466.210040057916,17
54,0.3,0.5,2,387,436.302995645395,11
54,0.3,1,0.5,437,466.210040057916,51
54,0.3,1,1,439,480.932462375535,45
54,0.3,1,2,422,457.084571679227,26
54,0.3,2,0.5,426,436.302995645395,37
54,0.3,2,1,446,457.084571679227,48
54,0.3,2,2,463,474.275957705977,39
54,0.4,0.5,0.5,388,450.874183477064,22
54,0.4,0.5,1,390,466.210040057916,21
54,0.4,0.5,2,393,436.302995645395,15
54,0.4,1,0.5,439,466.210040057916,52
54,0.4,1,1,445,480.932462375535,35
54,0.4,1,2,428,457.084571679227,23
54,0.4,2,0.5,427,436.302995645395,37
54,0.4,2,1,449,457.084571679227,48
54,0.4,2,2,467,474.275957705977,45
54,0.5,0.5,0.5,397,450.874183477064,25
54,0.5,0.5,1,403,466.210040057916,22
54,0.5,0.5,2,401,436.302995645395,18
54,0.5,1,0.5,444,466.210040057916,52
54,0.5,1,1,455,480.932462375535,34
54,0.5,1,2,438,457.084571679227,35
54,0.5,2,0.5,428,436.302995645395,37
54,0.5,2,1,453,457.084571679227,48
54,0.5,2,2,476,474.275957705977,44
54,0.6,0.5,0.5,406,450.874183477064,29
54,0.6,0.5,1,414,466.210040057916,30
54,0.6,0.5,2,406,436.302995645395,24
54,0.6,1,0.5,448,466.210040057916,53
54,0.6,1,1,461,480.932462375535,49
54,0.6,1,2,443,457.084571679227,28
54,0.6,2,0.5,429,436.302995645395,37
54,0.6,2,1,456,457.084571679227,48
54,0.6,2,2,481,474.275957705977,41
54,0.7,0.5,0.5,416,450.874183477064,30
54,0.7,0.5,1,428,466.210040057916,33
54,0.7,0.5,2,414,436.302995645395,30
54,0.7,1,0.5,454,466.210040057916,53
54,0.7,1,1,473,480.932462375535,50
54,0.7,1,2,452,457.084571679227,33
54,0.7,2,0.5,431,436.302995645395,37
54,0.7,2,1,462,457.084571679227,48
54,0.7,2,2,491,474.275957705977,41
54,0.8,0.5,0.5,429,450.874183477064,40
54,0.8,0.5,1,444,466.210040057916,31
54,0.8,0.5,2,424,436.302995645395,29
54,0.8,1,0.5,461,466.210040057916,54
54,0.8,1,1,488,480.932462375535,57
54,0.8,1,2,465,457.084571679227,43
54,0.8,2,0.5,434,436.302995645395,36
54,0.8,2,1,471,457.084571679227,47
54,0.8,2,2,506,474.275957705977,45
54,0.9,0.5,0.5,441,450.874183477064,43
54,0.9,0.5,1,461,466.210040057916,52
54,0.9,0.5,2,432,436.302995645395,33
54,0.9,1,0.5,469,466.210040057916,56
54,0.9,1,1,503,480.932462375535,60
54,0.9,1,2,478,457.084571679227,46
54,0.9,2,0.5,438,436.302995645395,36
54,0.9,2,1,481,457.084571679227,48
ThetaIncident,SineRatio,Power1,Power2,volume,analytical volume,measure
0,0,0,0,267,267,0
63,0.1,0.5,0.5,379,450.874183477064,24
63,0.1,0.5,1,369,466.210040057916,21
63,0.1,0.5,2,371,436.302995645395,12
63,0.1,1,0.5,437,466.210040057916,60
63,0.1,1,1,429,480.932462375535,37
63,0.1,1,2,405,457.084571679227,31
63,0.1,2,0.5,426,436.302995645395,42
63,0.1,2,1,441,457.084571679227,56
63,0.1,2,2,448,474.275957705977,45
63,0.2,0.5,0.5,381,450.874183477064,24
63,0.2,0.5,1,374,466.210040057916,24
63,0.2,0.5,2,380,436.302995645395,14
63,0.2,1,0.5,438,466.210040057916,60
63,0.2,1,1,432,480.932462375535,40
63,0.2,1,2,413,457.084571679227,25
63,0.2,2,0.5,426,436.302995645395,42
63,0.2,2,1,441,457.084571679227,56
63,0.2,2,2,452,474.275957705977,52
63,0.3,0.5,0.5,386,450.874183477064,24
63,0.3,0.5,1,382,466.210040057916,22
63,0.3,0.5,2,386,436.302995645395,15
63,0.3,1,0.5,440,466.210040057916,60
63,0.3,1,1,436,480.932462375535,53
63,0.3,1,2,418,457.084571679227,33
63,0.3,2,0.5,426,436.302995645395,42
63,0.3,2,1,443,457.084571679227,56
63,0.3,2,2,455,474.275957705977,46
63,0.4,0.5,0.5,393,450.874183477064,36
63,0.4,0.5,1,392,466.210040057916,24
63,0.4,0.5,2,393,436.302995645395,18
63,0.4,1,0.5,443,466.210040057916,61
63,0.4,1,1,442,480.932462375535,37
63,0.4,1,2,424,457.084571679227,37
63,0.4,2,0.5,427,436.302995645395,42
63,0.4,2,1,445,457.084571679227,56
63,0.4,2,2,459,474.275957705977,48
63,0.5,0.5,0.5,402,450.874183477064,26
63,0.5,0.5,1,404,466.210040057916,27
63,0.5,0.5,2,400,436.302995645395,22
63,0.5,1,0.5,446,466.210040057916,61
63,0.5,1,1,450,480.932462375535,40
63,0.5,1,2,431,457.084571679227,41
63,0.5,2,0.5,428,436.302995645395,42
63,0.5,2,1,447,457.084571679227,55
63,0.5,2,2,464,474.275957705977,52
63,0.6,0.5,0.5,412,450.874183477064,38
63,0.6,0.5,1,417,466.210040057916,37
63,0.6,0.5,2,408,436.302995645395,21
63,0.6,1,0.5,451,466.210040057916,62
63,0.6,1,1,459,480.932462375535,56
63,0.6,1,2,438,457.084571679227,37
63,0.6,2,0.5,429,436.302995645395,41
63,0.6,2,1,451,457.084571679227,55
63,0.6,2,2,470,474.275957705977,46
63,0.7,0.5,0.5,425,450.874183477064,40
63,0.7,0.5,1,434,466.210040057916,36
63,0.7,0.5,2,417,436.302995645395,32
63,0.7,1,0.5,458,466.210040057916,62
63,0.7,1,1,472,480.932462375535,46
63,0.7,1,2,450,457.084571679227,34
63,0.7,2,0.5,431,436.302995645395,41
63,0.7,2,1,458,457.084571679227,54
63,0.7,2,2,482,474.275957705977,57
63,0.8,0.5,0.5,440,450.874183477064,44
63,0.8,0.5,1,453,466.210040057916,50
63,0.8,0.5,2,427,436.302995645395,38
63,0.8,1,0.5,467,466.210040057916,63
63,0.8,1,1,490,480.932462375535,67
63,0.8,1,2,465,457.084571679227,57
63,0.8,2,0.5,435,436.302995645395,41
63,0.8,2,1,469,457.084571679227,54
63,0.8,2,2,501,474.275957705977,51
63,0.9,0.5,0.5,456,450.874183477064,54
63,0.9,0.5,1,474,466.210040057916,45
63,0.9,0.5,2,439,436.302995645395,42
63,0.9,1,0.5,478,466.210040057916,65
63,0.9,1,1,513,480.932462375535,76
63,0.9,1,2,484,457.084571679227,58
63,0.9,2,0.5,440,436.302995645395,40
63,0.9,2,1,484,457.084571679227,53
63,0.9,2,2,526,474.275957705977,55
63,1,0.5,0.5,437,445.307835532902,50
63,1,0.5,1,428,436.107260418586,41
63,1,0.5,2,411,418.369460296961,42
63,1,1,0.5,428,436.107260418586,41
63,1,1,1,418,425.516376175884,43
63,1,1,2,406,413.729218941095,41
63,1,2,0.5,411,418.369460296961,42
63,1,2,1,406,413.729218941095,41
63,1,2,2,401,408.505535075638,39
66,0.1,0.5,0.5,379,450.874183477064,33
66,0.1,0.5,1,368,466.210040057916,22
66,0.1,0.5,2,371,436.302995645395,13
66,0.1,1,0.5,437,466.210040057916,56
66,0.1,1,1,428,480.932462375535,46
