Configuration,Aberration,Aberration Strength,Volume,Volume_a,Entropy
Conventional,Spherical,0.0,262,262,1046
Conventional,Spherical,0.1,261,261,1046
Conventional,Spherical,0.2,257,257,1045
Conventional,Spherical,0.3,252,252,1042
Conventional,Spherical,0.4,244,245,1039
